trade_id,scenario_id,symbol,entry_time,entry_price,exit_time,exit_price,exit_reason,position_size,pnl,pnl_pct,fees,slippage
22,S001,BTC/USDT,2024-04-25T20:35:00,64864.45,2024-04-25T21:15:00,65176.22538323712,Take Profit,0.3067518948764868,35.945810740967126,0.4806567900246184,79.68480948006837,19.897292947621132
23,S001,BTC/USDT,2024-04-25T20:40:00,64864.66,2024-04-25T21:15:00,65163.34199880551,Take Profit,0.3068000899664302,31.934213533956935,0.4604695358081068,79.69356975867252,19.90048352364191
24,S001,BTC/USDT,2024-04-25T20:45:00,64817.94,2024-04-25T21:15:00,65106.811065631446,Take Profit,0.30705807593563017,28.991577778732783,0.44566529826687384,79.70018796365075,19.90287194251112
25,S001,BTC/USDT,2024-04-25T20:50:00,64860.01,2024-04-25T21:15:00,65133.46492354725,Take Profit,0.30688666165237505,24.205652768902432,0.421607896063,79.70260744315847,19.904671943639663
26,S001,BTC/USDT,2024-04-25T20:55:00,64794.29,2024-04-25T21:15:00,65053.23426707428,Take Profit,0.30721094954310013,19.833968099018442,0.3996405656644732,79.70161193765063,19.905515355870996
27,S001,BTC/USDT,2024-04-25T21:00:00,64958.23,2024-04-25T21:15:00,65245.39169813105,Take Profit,0.30643515280999484,28.279983439013556,0.44207130971863534,79.70993698411513,19.90548513631679
28,S001,BTC/USDT,2024-04-25T21:05:00,64919.06,2024-04-25T21:15:00,65197.07347171357,Take Profit,0.3066455742995904,25.530173386562936,0.42824629887366417,79.71382134745491,19.90714243668957
29,S001,BTC/USDT,2024-04-25T21:25:00,64931.65,2024-04-25T21:50:00,64734.6887180372,Stop Loss,0.3066031741463429,-120.11370421140606,-0.303336326680135,79.57261101600383,19.908249992559387
30,S001,BTC/USDT,2024-04-25T21:35:00,64922.88,2024-04-25T21:55:00,64700.69885932571,Stop Loss,0.30621342860189604,-127.67562189508152,-0.3422231741325792,79.45299586918131,19.880257679509466
31,S001,BTC/USDT,2024-04-25T21:40:00,64806.27,2024-04-25T22:20:00,64590.39101141562,Stop Loss,0.3063092523387675,-125.67801192062359,-0.3331143554232945,79.33691471066825,19.8507601105643
32,S001,BTC/USDT,2024-04-25T23:00:00,64715.44,2024-04-25T23:10:00,64585.13074162944,Stop Loss,0.30628962085870653,-99.3773760846129,-0.2013572933608512,79.2467579518768,19.821667581304375
33,S001,BTC/USDT,2024-04-26T01:45:00,64612.15,2024-04-26T02:00:00,64369.879769677194,Stop Loss,0.30641041592093515,-133.6276293036096,-0.37496079347739864,79.11710889814492,19.79783575504585
34,S001,BTC/USDT,2024-04-26T14:10:00,64725.0,2024-04-26T14:25:00,64426.22049024064,Stop Loss,0.30540232535895806,-150.54945357669453,-0.4616137655610082,78.97741407838413,19.76716550885856
35,S001,BTC/USDT,2024-04-29T23:40:00,63908.01,2024-04-30T00:05:00,63720.70341849293,Stop Loss,0.30877382091279076,-117.03473015795058,-0.29308780152452424,78.87464636967732,19.73312043463284
36,S001,BTC/USDT,2024-04-29T23:45:00,63860.9,2024-04-30T00:40:00,64161.05728439911,Take Profit,0.3085734531080533,33.5032344278048,0.47001731012107395,78.9157342960749,19.705778431588083
37,S001,BTC/USDT,2024-04-29T23:50:00,63817.98,2024-04-30T00:40:00,64100.11297981256,Take Profit,0.30882393016315124,28.0038574583353,0.44209011286875405,78.9212070103479,19.708519398673385
